SUBJECT,SESSION,IGMeanInverseRT,IGMean,IGShape
F,123,3.149944982589939,390.5254706550355,1861.4584553457485
F,124,3.255960672362195,335.3782781678064,4391.796458050402
F,125,3.5164872610646194,306.18285869866895,4550.386647243381
F,126,3.1705870029032854,336.0791866266014,4022.961135416327
F,127,2.888586454107,372.5999055997777,5240.95393549359
F,128,3.176919919752435,345.7194394532893,3768.074098427737
F,129,3.511755985553278,305.6511738199202,3861.04825590726
F,130,2.6636713234663487,465.69101642628647,1903.4232799481706
F,131,3.176488737351279,345.0674829486427,3351.5953855851085
F,132,3.094568452174957,360.92204941813725,3123.9158904119986
F,133,3.1654444685572436,335.4020053508388,5097.659699565705
F,134,2.8234100997837817,386.23495195612895,4076.2465478678537
F,135,2.8906468540317807,368.29577976879693,5180.98181843464
F,136,2.908770851502736,386.5647909668382,3529.699938254345
F,137,2.98888573422324,358.40152735084916,5130.88977242815
F,138,2.6263611453127034,404.58149558021023,5889.711964702473
F,139,2.705486409424911,407.0829228244297,3810.746020981998
F,140,2.953407186498657,370.89249800937796,4352.868732307864
F,141,2.8401348923846004,381.9459962063016,4072.264079340894
F,142,2.7680746723428533,390.59704514199444,5333.320838555141
F,143,3.210764837613497,338.41975303698894,4196.531654610226
F,144,2.861478720251727,378.46147538331905,3511.126128196114
F,145,2.7507470046562577,467.66897671399454,1601.07406161053
F,146,2.2288507688530865,792.0744551160839,1057.7144639674443
F,147,2.7741920351520957,391.4548134856903,4203.276252586261
F,148,3.117597223913015,358.6855422057688,3030.3690323596243
F,149,3.069535138466389,353.1617289427619,4386.641863594414
F,150,3.4455706003180495,313.121302936191,3495.1872562317826
F,151,2.926297193321245,370.4197692803631,4523.518225687601
F,152,2.5568253010246695,441.8484858779492,4441.803094490307
F,153,2.782196219758178,411.99810151202405,2868.578887642723
F,154,3.240196077050822,348.150642920734,2801.551878189046
F,155,3.4987777190791594,322.1797626265911,3056.9105165265496
F,156,2.7945445947993157,405.5710819006069,2857.286044496284
F,157,3.0066051450614415,355.75792105583787,5971.065847713989
F,158,2.9585935546586235,402.8901723943379,2062.597625752244
F,159,2.6046666533056877,443.1628459073792,2938.096568805813
F,160,2.666627801305517,449.6357990235298,2377.5101293191333
F,161,2.5353367081038596,437.87064371243105,3045.8870807140834
F,162,2.890835444115909,369.8330123255899,3946.8174656654446
F,163,2.451051029842571,508.8979939058187,2207.345741870088
F,164,2.878140139753473,404.445617031312,3008.541854359226
F,165,2.4533509265912192,455.689480214496,3594.4911394452315
K,18,3.225807098349789,322.4122993823073,5814.803108921763
K,19,3.740160574659024,285.5444142009055,5298.410357350198
K,20,3.2228098626123547,326.1856978543651,7521.530450791644
K,21,3.604049935303536,289.5904048173399,6410.001514866763
K,22,3.397663927036431,308.56818730704117,6535.788654367125
K,23,3.923013665001113,263.33991638744004,9280.993633946917
K,24,3.2917489686489416,313.0936342385201,5829.137900728676
K,25,3.1179907093779358,341.55079126748836,5939.554140354
K,26,3.5257116016926027,305.3763367580372,4287.574665668487
K,27,3.3054315847464544,316.1288936811879,8198.7512697895
K,28,3.1132172881530726,334.5740843891815,8478.98634250439
K,29,3.1486714889448892,331.91323689882256,6655.607705451122
K,30,3.6649307623890857,285.29436291956733,7255.3238010463765
K,31,3.421805398349085,306.97861077038186,6451.67934621967
K,32,3.623183891080412,283.39887212299004,8119.122125756107
K,33,3.4044030726595076,302.2498552571691,9090.564323279441
K,34,3.419316238284116,304.8870492315262,7087.492414239588
K,35,3.477703103110941,295.7821940101905,10758.0997482164
K,36,4.045454599343955,253.82577492247208,8570.986979983933
K,37,3.8758324211323547,264.9045654177163,10315.773288245226
K,38,3.8448576475824083,267.1114514190489,9675.181393005987
K,39,3.1756107871816597,336.40219043842427,4483.554057914176
K,40,2.4878915543087174,499.9697718426178,1873.7330463710578
K,41,4.082662742833552,252.76964100666189,8663.902151128867
K,42,3.60101356297524,286.56186116912727,8580.941268587116
K,43,3.4777643282823787,293.9524594920494,12319.120156278212
K,44,3.930885882326993,258.5305000099019,11679.497112534706
K,45,3.578327488793008,295.088743484062,7396.164125975266
K,46,3.0684704832558536,342.01074527639605,5438.540681933262
K,48,3.491601020047833,299.7298676537569,5954.910777664229
K,49,3.2770637340552184,312.3003442552264,10916.63296445842
K,50,3.953888435847601,261.0781525911342,8190.72253127482
K,51,3.2697515922994382,325.0086624362529,5945.778179230188
K,52,3.2054839916205458,331.7475331514437,4513.580802188026
K,53,3.223848855728905,349.61601017721875,2963.4624953171747
K,54,3.3429877696561925,310.2518971781535,7043.467920241725
K,55,3.0731539409491866,341.5393389444429,6755.315742907313
K,56,3.442281268489352,306.5715309755385,5325.236377639971
K,57,3.2624519726674754,320.44788231933563,6845.518504085821
K,58,3.2571901773917524,327.44891627929184,6099.2033933867715
K,59,3.5867001685791675,288.90166711704256,6946.906433202522
K,60,3.265654586629956,338.5215393176607,2874.581321702486
K,61,3.143305295275073,354.1020029413575,3257.5860979305294
K,62,3.2741697725823293,327.99443155237054,4491.454440093057
K,63,3.551550757272824,289.6517835693978,11970.888355204868
K,64,3.5336362528080327,293.01473765644056,8889.35689140824
K,65,3.431547436694826,301.94787005021766,9328.184739820621
K,66,3.639253641333079,286.81253166987324,7003.319618139387
K,67,3.2278210877483997,319.0389654646131,9999.855620273012
K,68,3.3458581850236806,323.87830108079964,3598.82533241627
K,69,3.571540086140322,289.56617511656697,8181.894133391752
K,70,3.065466768166079,353.2472226334187,4326.275928105551
K,71,3.4834488454083194,297.3335997691659,7482.6439187097085
K,72,4.014234272866478,261.6778711812669,6340.355184164482
K,73,3.174285810000204,326.85690780197007,11050.867226139248
K,74,3.3401939280094126,310.2245912271462,8952.381792059172
K,75,3.0981174879827207,332.3133409872196,11158.218081180237
K,76,3.4269947191650427,304.6706040676033,5947.354203515736
K,77,3.595552981542622,286.0530959088124,11140.515640071695
K,78,3.489422992222737,298.13239274952457,8276.16695141433
K,79,3.5000048066438008,297.62135466383796,8064.37934261217
K,80,3.3575836489628736,311.07512239769807,7175.798267531922
K,81,3.476408044098086,302.83130164987926,5921.534135306277
K,82,3.0941871157507492,339.0617880617608,8157.093471823624
K,83,3.633923070870586,288.9050461348195,6414.190109023888
K,84,3.70064354524349,279.5446525620627,9912.902057399986
K,85,3.5779140564709904,285.8699487867929,11719.127633488804
K,86,3.5705910521571376,285.70072140942005,8809.29342272978
K,87,3.026585946672331,341.5224624097193,8398.533787093147
K,88,3.5688435857761607,294.28404991561314,6694.510483826802
K,89,3.5619490240636846,296.97980944887837,4930.961246087242
K,90,3.571144597961132,296.9760826438368,5765.043994129247
K,91,3.3610149766689412,310.54889179502044,7398.754544571176
K,92,3.401175643758815,300.904252805192,10570.22205464476
K,93,2.9723464574497847,349.8303903703617,8203.878607503408
K,94,3.4917201124335,296.77737965493384,7067.396246787168
K,95,3.1573801250353144,336.5949135236771,5139.986991984627
K,96,3.197403773151433,321.7370324855259,11269.191522993893
K,97,2.872615104048899,362.0166558520556,8205.03718372104
K,98,3.0919783999471293,345.0283111351417,5036.0227430898385
K,99,3.189561237703449,332.8053479498898,5518.719965930325
K,100,3.1861622332976336,324.1754944938049,8216.572096794216
K,101,3.4032053393505732,306.9765969106272,6314.439710649885
K,102,3.110934482387307,334.18350983173696,9087.047450324872
K,103,2.8810772543454175,360.2277666269648,10068.74312753006
K,104,2.701390914576483,387.81129829215286,6558.348683259182
K,105,2.4319128719202916,478.86889788414214,2989.6458949089233
K,106,3.1756742786295873,331.02829192522637,6587.514639999645
K,107,2.99836744374775,351.81083943688225,6151.795826688425
K,108,2.810453381122622,374.7558206339605,5979.553739727698
K,109,3.373788137937151,308.6408732728858,8246.932116927943
K,110,2.964900029082374,356.17514337304124,7033.433806209992
K,111,3.220825962329611,326.4921815673468,5272.036967845471
K,112,3.0331626960784437,354.4678498506447,5013.867976758875
K,113,3.1269739613392527,333.2715036106299,9220.269632548572
K,114,3.1436027441780423,331.00936712650696,7798.569688226399
K,115,3.4421119193584464,304.26292781519555,6082.1639195192265
K,116,3.0997692432061648,337.33000346044986,8583.700889936974
K,117,2.795181858874842,377.63698138388287,6402.186774906818
K,118,2.800608996539,379.4829303350649,6429.6954717315775
K,119,2.847609231268348,356.26198373997397,13014.26058464018
K,120,2.7016467180592625,385.35413425910224,8555.073767820733
K,121,3.087169455405348,341.48117595157385,5457.464803615495
K,122,2.897251570980697,357.7480532198276,10651.501585606642
K,123,3.177846565027463,335.9106878366406,5883.352362239768
K,124,2.5745657740344488,438.09413765109537,3371.3252166690427
K,125,3.1952119878786593,331.1497817220363,5398.678749761143
K,126,3.1786015155775056,319.95974359855967,14208.732383878078
K,127,3.121321712515421,332.3753528777735,8430.557739147634
K,128,3.129389449016126,325.6097922202494,17420.53871575914
K,129,2.9550974866552266,348.7991602351409,9552.287731422723
K,130,2.759087381712053,379.03094345320505,8270.574330651594
K,131,3.093484839909418,335.00101572769944,9297.916116263174
K,132,3.297655158904146,315.4689770107918,8255.87849785721
K,133,2.7311163773449207,407.9158921632137,3640.290234818706
K,135,3.447002197748402,302.2031386199405,9780.630913033496
K,136,3.1029338818965195,333.1173579626312,9462.531305180457
K,137,2.8942530018342874,369.41107026416284,5699.792341487299
K,138,2.9368374900624445,354.2282566787715,8985.616596084088
K,139,2.934822256806235,361.58860185593977,6112.836610127023
K,140,3.272347287855202,312.39572738532553,12481.032050146687
K,141,3.193481063798826,323.3159648814481,10310.655978451243
K,142,3.0545249011718503,339.36793272532736,8391.961639876332
K,143,3.3186749101403965,313.0873335500662,7468.357407301459
K,144,3.1622073372762722,326.8201702110344,11347.064539436673
K,145,3.3964932419452634,307.91258352534004,7755.714878776665
K,146,3.1430944990706093,339.9584026475236,7032.4722654088155
K,147,2.908425995177136,363.619172372423,7222.789174869816
K,148,3.118092672464722,335.62688318956384,7708.277332078035
K,149,3.293386541871036,320.4198818948606,5069.284391320627
K,150,3.0885513577195036,340.81079212168174,5868.042666171369
K,151,3.100512324114403,336.1047636270172,7990.8072322775215
K,152,3.0062833202449504,342.8122912010505,12341.677316240077
K,153,3.2098808987688803,330.8155965085927,6756.147928113636
K,154,3.321017164840402,316.33823717822355,5922.322851854421
K,155,3.5734464539026494,287.3342913209697,9599.275334063164
K,156,2.96542385564291,353.2915341309926,9539.229084201555
K,157,3.113102617634212,342.44417323315713,4607.08107900529
K,158,2.873206297145142,363.63548035659414,6587.852125654467
K,159,3.0778516237306954,332.33202742978517,15115.611716602572
I,18,4.232550091908994,248.1398474645478,5875.903831622987
I,19,4.048556403223887,258.79684195688515,5205.863684203013
I,20,4.069172526164028,254.12206715558287,7703.472831040734
I,21,3.567658876942387,300.883950132898,4278.4695633063075
I,22,3.862557800004801,274.81504143065746,4012.113449109311
I,23,4.045562870299692,264.7423168717238,4167.135646938079
I,24,3.8416376850674134,273.87962165973795,5426.653176835739
I,25,3.343706806794173,323.1839411868361,4497.361031508206
I,26,3.6367695545682555,286.8127032268118,5426.48794480984
I,27,3.558858800493241,308.5276265160925,2833.5702393287543
I,28,3.456532448070377,346.9643935169164,1697.9288077945534
I,29,3.009646238117689,535.3999288961282,880.328176807074
I,30,2.2607253733657484,1122.4069681754888,771.9251458421865
I,31,3.097270134207651,363.54331616225477,2572.000290623261
I,32,3.452412718087336,300.301291629337,6526.175574453009
I,33,3.834607935194541,268.71316120228073,9624.018117488422
I,34,3.210932183665568,320.3108207860671,7211.982845687126
I,35,3.5946360449309065,287.28285603043804,9478.746583685248
I,36,3.5944702586648907,287.0795072046641,8177.926166265465
I,37,3.312643704430799,317.3251575208098,5467.3896287785365
I,38,3.0415613695351666,357.7486862060678,3725.62461532051
I,39,3.5933360155649834,291.6965170746778,5156.5792910253085
I,40,3.476887421924373,317.593487920392,3183.2050992540144
I,41,3.0681758256534835,345.10195350924687,5528.3460811879995
I,42,2.859802719428779,437.85761175623463,1700.0303122879645
I,43,2.7570244321445996,567.574472873579,995.7073184276729
I,44,2.3123665738126813,769.8158629044502,1072.8421929052247
I,45,2.483095246253317,658.2568190706306,981.9595354391649
I,46,3.587844533224848,297.0977631204006,4399.092103883548
I,47,3.5784629526119156,291.0603298414941,8299.027074652086
I,48,3.372807253934301,360.0714909218477,1908.3456615647215
I,49,2.9423865489094165,365.8346322716687,5056.054609502681
I,50,3.1351112279590874,354.40755942651833,3914.876563988128
I,51,3.3009200890336956,330.36818141093846,3591.034860027492
I,52,3.4205916877446043,312.9529031276289,4070.0504239964716
I,53,2.621891968945584,541.7683033214299,1256.1821297333288
I,54,3.103352539825966,358.12964059489406,3383.09223485913
I,55,2.9211440192916585,411.34261412483056,1823.3771105931849
I,56,3.073431563346997,363.896978437374,2872.9384161128796
I,57,2.9499284451941628,370.40105942227643,3812.517518994288
I,58,3.077844642004445,357.93037559353303,3970.089895185579
I,59,2.9722965706257316,400.57097010262567,2180.968538337402
I,60,3.30444271877819,324.0348407597958,5517.853836114597
I,61,3.4998877444331336,308.8206430697379,4166.084779023653
I,62,3.894424956257367,270.0543378696337,5372.942793511397
I,63,3.4546351746904636,307.6618498363469,6279.246040241661
I,64,3.785165985742211,285.3188566925444,3585.429093864677
I,65,3.420764902909997,328.840658788055,2547.6645800645024
I,66,2.8432165732429167,421.5708900841473,2120.7542784567217
I,67,3.103531260499765,349.24882148362644,3397.40449426886
I,68,2.308620642063544,607.2973897685617,1345.6408878563293
I,69,2.6279315591216417,455.6858241703918,2331.7120580044893
I,70,2.3574174321948442,797.6931615153063,901.0311164907973
I,71,2.526574253414487,438.8325119585298,3293.748403398725
I,72,2.8099215811877216,480.9606262959501,1410.6905192054794
I,73,3.2342971494389072,340.8800911457688,3180.2052614022964
I,74,2.9547968313248476,351.65421862385114,8369.65325661577
I,75,2.9878173242119592,356.1609428050169,5239.423200199195
I,76,3.789123461112883,285.7216738277447,3386.8313715195936
I,77,3.606828464402154,300.99651271918316,4004.7018700927356
I,78,3.3858848844969156,319.56329401449216,3701.3115144658354
I,79,3.410153108705714,319.9265034366376,3289.6541740178104
I,80,3.364874605340173,330.2349087249246,2661.4725127589822
I,81,2.94819949153145,363.6575804509347,4765.008083603507
I,82,2.083849016485615,819.8073385686012,1153.3873738816994
I,83,2.7334612466879964,430.6924248796602,2219.907271922583
I,84,2.609495200159037,461.83773540567466,2333.7195602453985
I,85,2.6879841351941347,487.6054921985538,1664.9625941117097
I,86,1.9732594875058718,1185.9078818059804,822.3955245529284
I,87,3.2826360627544093,360.4283932572206,1899.449547839629
I,88,3.009373282924758,374.08014524241213,3357.9333914624353
I,89,3.550939376973563,289.71654076630085,9470.860521879562
I,90,2.9273862521695664,360.0906963458445,5728.85346200161
I,92,3.5116829831096172,304.8705060605348,3705.8940306944296
I,93,3.957645351644397,287.19579608983133,2082.4415477049292
I,94,3.447748947890041,309.5092972251097,4213.677130939831
I,95,2.784288097059771,406.5051551118861,2938.5466574551274
I,96,3.0050911642340243,358.10654185676873,4478.78957390726
I,97,3.1912213749332645,339.7095306524331,3617.5815710660645
I,98,2.6230449473795634,420.0835531734795,4805.706581891328
I,99,3.356727378488392,327.46905578624717,3615.9608480024217
I,100,2.406455356911543,457.0037230605992,4416.13952757977
I,101,2.0897171802314536,816.3546660252283,1108.7048955453704
I,102,2.18453180390298,586.7369306959271,2059.7269859047824
I,103,3.2437035291397742,321.65518080805896,8220.479458083953
I,104,2.9767883837775413,358.4654948153343,5379.478373061021
I,105,2.8498904523336197,384.820630574046,4206.088108733049
I,106,3.151195493773587,336.1369923705035,5173.103883587152
I,107,2.7233808868350664,524.8372224692124,1342.1105703784103
I,108,2.3570880928706934,808.8305510314199,973.2101896424927
I,109,3.136377300427334,401.8591742794169,1540.5902926276824
I,110,3.0895796654416428,361.2063099526232,3051.2377998295933
I,111,2.3234894203179537,624.2368423987317,1370.8825671971135
I,112,2.4028004918005474,520.7774621345145,1954.215741946102
I,113,3.142920278092007,358.87490649361285,2725.881930139017
I,114,2.5671926682780493,481.9071932062595,2051.222737381739
I,115,2.552938329193156,513.3217692260108,1596.5191540582653
I,116,2.34961201425517,670.2271912341083,1136.2226518119924
I,117,2.912048034109163,385.80965079677316,3277.763322381137
I,118,3.258279401733324,322.85537176174216,6510.647614009762
I,119,3.5572496704075514,307.0397980440193,3373.180773832643
I,120,3.373544675994072,317.94413364252904,3899.024883167647
I,121,3.0896980289302807,345.57279062785756,5348.582697204378
I,122,3.5640940099997604,307.64596055631125,3487.7773701611873
I,123,2.6276233400879647,470.58740858758165,2318.1088365525493
I,124,2.157421564521097,927.3449792712261,1015.9736564087257
I,125,2.1153230658922535,1341.226744928392,803.370846518876
I,126,2.777982374749687,413.34989824435127,2705.42567436056
I,127,2.048436673380446,767.2159021037523,1342.7232024524633
I,128,2.619427197202186,430.685035042788,3625.4313046089565
I,129,2.7385767564619066,488.0615530274847,1539.7184318378588
I,130,2.4001196415599675,516.1475328532935,2298.31279594319
I,131,3.007952071982767,360.542459216566,3814.1387032678003
I,132,3.1873624377713554,331.6665846505338,6857.649246354383
I,133,3.147788991900426,335.0785741992276,5002.182001438957
I,134,3.32929495278715,324.19126893164497,3882.674790129687
I,135,3.5223767584730554,326.69641334674844,2194.9326566837917
I,136,3.984405981543076,260.3002501607883,8072.549694836207
I,137,3.1622445454093064,363.1746658124563,2266.1876440360434
I,138,2.8269907752835923,400.908957176008,2820.107748435796
I,139,2.552710404898167,429.7490225053579,4592.153723290577
I,140,2.9563346944084614,368.1319089502117,4755.100359565194
I,141,1.873613368842907,1377.8245098707255,843.5864640658087
I,142,2.4557962710763763,597.0891633778547,1171.8644272779632
I,143,2.3065334282371532,672.4363876788956,1199.989850724062
I,144,2.619958045771807,457.331717990498,2101.5342248542865
I,145,3.0288219524292206,369.7927125850401,3175.4621701251176
I,146,3.1602657501997102,383.2139280761544,1702.0224198300018
I,147,3.5438345042447326,305.510422114499,4106.338788195892
I,148,3.0802664346568633,342.53139714806736,4866.347174820998
I,149,2.817728230985592,393.07080667145306,4134.565479324722
I,150,2.8275659211444113,372.6018447801515,5909.537911189522
I,151,3.134294734060169,335.7282575826508,5645.2489007656795
I,152,2.91772148312654,386.48798338514774,3128.5189959557165
I,153,3.0408441894018488,365.4589367838697,3543.4705013305056
I,154,2.5361601083004297,449.3300902707678,3278.19080913923
I,155,2.554261726274385,453.09742012130135,2536.5170739786354
I,156,2.2502862332259035,553.1384146109918,2253.493920624154
I,157,2.6532191904760616,480.2300908523528,1760.7849333736476
I,158,2.584987674023996,560.2876633668811,1275.156013082499
I,159,2.615224828262914,438.8201258629163,2688.02422182115
I,160,3.0003076690521286,372.0472548306422,2526.890017082983
I,161,2.884101299545504,394.1478321313903,2992.0234556971704
I,162,2.5101615934955,445.03025271742894,3812.048661403559
I,163,2.7997840858614524,401.51186715407295,3126.3865588553235
I,164,2.642226951815622,561.4271049626758,1231.850701395857
I,165,2.5458156190153334,526.3598239454668,1617.2593101250684
I,166,2.4272292890757554,567.2422334234533,1572.8212527053793
I,167,2.833105627389352,434.66962241449073,1958.0776190297543
I,168,2.5601187750462895,518.9569978460045,1655.0311086681152
I,169,2.8473935505689676,432.0777426886336,2065.0452445880464
I,170,2.6551391992920372,426.42451486837456,2943.5953196555074
I,171,2.055243526624265,1895.6802176773479,653.7399141437992
I,172,2.440433065881019,1736.1032172280677,539.9663591068373
I,173,3.174172351281965,340.26658992856306,4758.040931694837
I,174,3.4301113412077378,315.6337217192541,3887.9421672845524
I,175,3.375633315702781,312.6591719317849,6871.2259135523245
I,176,3.512817470044341,309.4866883190057,3919.661806080332
I,177,2.9020270695489154,380.34457790156046,3979.542566327682
I,178,2.7446462628440145,394.8271437985708,5254.684679652905
I,179,2.631469749452666,466.3732659867619,2106.0016337436177
I,180,2.83318271380269,415.55167039333287,2535.2967683942575
I,181,2.384412642699476,548.0588389280026,1642.1215347793852
I,182,2.6094994827262434,482.030743353914,1742.4426275611877
I,183,2.343841243826507,459.27500144792,4605.47041778627
I,184,3.2830327828191495,344.39553339889005,2659.843211831058
I,185,2.3288784744815354,556.9765474759486,1826.9524991889355
I,186,3.1326778716149213,357.5017239347694,2976.542029195333
I,187,2.878993446276831,437.22521758255795,1587.4744018861252
I,188,2.9812915848114385,389.2687745683727,2466.8337858325094
I,189,3.152168905103987,364.3707853180969,2105.446790812457
I,190,3.1735966712135033,353.4658383558093,3043.321891312488
I,191,2.732367223030222,392.6599532662853,4480.316219224833
I,192,2.8645427681002396,391.92150783600647,3288.282853057464
I,193,2.7499766618385744,409.3012068582107,3531.5674858239618
I,194,2.3476568689992794,785.1164942671176,1040.4672259468568
I,195,2.8427382210490486,378.2790729334312,4324.8385439308895
I,196,2.57450989259074,716.1453835655298,955.5013733984215
I,197,2.101324645462755,965.5030239833683,1000.9084356068873
I,198,2.074162168549003,966.2744166770012,1020.8551689611143
I,199,2.6824153884258104,691.5216043003661,934.5151484787468
I,200,2.435057432507377,881.5400262211834,808.6366287020996
I,201,2.7838874323823397,429.8671037445989,2334.104906742708
I,202,3.2945408581251288,342.7137736798577,2435.251447196007
I,203,2.8974884641964165,379.0549923079078,3454.582041506572
I,204,3.625963491511664,299.25661062644815,3112.0236621191902
I,205,2.9437391285539407,409.0337168037168,2037.1454846742688
I,206,3.2732849362919696,341.0300378256289,2811.525433777941
I,207,2.8111254179798695,419.1778991586375,2635.2786050447266
I,208,2.7970731535070783,455.98509179436587,1851.3683856166308
I,209,2.573399894863507,437.3663305987904,4025.4061276973725
I,210,2.2824575675796295,1064.3979706070807,816.4190769141063
I,211,2.121536946288559,771.8985131622907,1390.7452773802322
I,212,2.613867833657241,499.84697130593116,1597.22986190947
I,213,2.6518553865195473,533.9225263493179,1398.381983854806
I,214,2.0672204492209367,925.3453967406853,1136.726999630998
M,21,2.6033062628532884,410.6408685677914,4813.473113312053
M,22,2.1957714249162716,571.4861966239198,2196.278089835752
M,23,1.5369830136909943,992.4523487102907,2050.856492950797
M,24,1.5646317081614165,982.9778907342667,1781.1049294492916
M,25,1.8530299051435049,763.4334901192046,1728.8360391536767
